Gender,Ethnicity,Child's First Name,Count
FEMALE,HISPANIC,Makayla,12
MALE,HISPANIC,Mario,12
FEMALE,BLACK NON HISPANIC,Marley,12
FEMALE,ASIAN AND PACIFIC ISLANDER,Meera,12
FEMALE,HISPANIC,Melody,12
FEMALE,BLACK NON HISPANIC,Milani,12
FEMALE,WHITE NON HISPANIC,Miri,12
MALE,HISPANIC,Omar,12
MALE,WHITE NON HISPANIC,Otto,12
FEMALE,BLACK NON HISPANIC,Oumou,12
MALE,BLACK NON HISPANIC,Peyton,12
MALE,BLACK NON HISPANIC,Preston,12
MALE,HISPANIC,Rodrigo,12
FEMALE,HISPANIC,Roselyn,12
FEMALE,HISPANIC,Ruth,12
MALE,WHITE NON HISPANIC,Sami,12
FEMALE,BLACK NON HISPANIC,Sasha,12
FEMALE,ASIAN AND PACIFIC ISLANDER,Savannah,12
MALE,WHITE NON HISPANIC,Selim,12
FEMALE,ASIAN AND PACIFIC ISLANDER,Selina,12
MALE,ASIAN AND PACIFIC ISLANDER,Shawn,12
FEMALE,WHITE NON HISPANIC,Shevy,12
MALE,WHITE NON HISPANIC,Sholom,12
FEMALE,HISPANIC,Skyler,12
MALE,ASIAN AND PACIFIC ISLANDER,Stanley,12
FEMALE,ASIAN AND PACIFIC ISLANDER,Stella,12
FEMALE,WHITE NON HISPANIC,Tessa,12
FEMALE,BLACK NON HISPANIC,Tianna,12
FEMALE,HISPANIC,Tiffany,12
FEMALE,WHITE NON HISPANIC,Toba,12
FEMALE,WHITE NON HISPANIC,Trany,12
FEMALE,ASIAN AND PACIFIC ISLANDER,Valerie,12
MALE,BLACK NON HISPANIC,Victor,12
MALE,WHITE NON HISPANIC,Yonatan,12
MALE,WHITE NON HISPANIC,Zayn,12
MALE,ASIAN AND PACIFIC ISLANDER,Aahil,11
MALE,BLACK NON HISPANIC,Abdoul,11
FEMALE,HISPANIC,Adelyn,11
MALE,WHITE NON HISPANIC,Ahmad,11
MALE,WHITE NON HISPANIC,Ahron,11
FEMALE,BLACK NON HISPANIC,Aicha,11
FEMALE,BLACK NON HISPANIC,Aissatou,11
FEMALE,HISPANIC,Alaina,11
FEMALE,HISPANIC,Alanna,11
MALE,ASIAN AND PACIFIC ISLANDER,Albert,11
FEMALE,HISPANIC,Alexis,11
FEMALE,WHITE NON HISPANIC,Alisa,11
MALE,HISPANIC,Allan,11
FEMALE,HISPANIC,Amayah,11
FEMALE,ASIAN AND PACIFIC ISLANDER,Amina,11
FEMALE,HISPANIC,Anaya,11
FEMALE,HISPANIC,Anna,11
FEMALE,WHITE NON HISPANIC,Anne,11
FEMALE,HISPANIC,Arianny,11
FEMALE,HISPANIC,Arielle,11
FEMALE,HISPANIC,Arlette,11
MALE,ASIAN AND PACIFIC ISLANDER,Asher,11
FEMALE,BLACK NON HISPANIC,Audrey,11
FEMALE,WHITE NON HISPANIC,Aviva,11
MALE,ASIAN AND PACIFIC ISLANDER,Aydin,11
FEMALE,ASIAN AND PACIFIC ISLANDER,Bonnie,11
MALE,BLACK NON HISPANIC,Caiden,11
FEMALE,WHITE NON HISPANIC,Camila,11
FEMALE,HISPANIC,Celeste,11
MALE,ASIAN AND PACIFIC ISLANDER,Cody,11
MALE,BLACK NON HISPANIC,Connor,11
FEMALE,WHITE NON HISPANIC,Dalia,11
FEMALE,WHITE NON HISPANIC,Daria,11
FEMALE,HISPANIC,Dayana,11
MALE,BLACK NON HISPANIC,Derrick,11
FEMALE,WHITE NON HISPANIC,Diyora,11
MALE,ASIAN AND PACIFIC ISLANDER,Edward,11
MALE,ASIAN AND PACIFIC ISLANDER,Edwin,11
FEMALE,HISPANIC,Elianny,11
MALE,HISPANIC,Elliot,11
FEMALE,ASIAN AND PACIFIC ISLANDER,Eunice,11
MALE,HISPANIC,Ezequiel,11
MALE,ASIAN AND PACIFIC ISLANDER,Farhan,11
FEMALE,WHITE NON HISPANIC,Farida,11
FEMALE,HISPANIC,Fernanda,11
MALE,BLACK NON HISPANIC,George,11
MALE,WHITE NON HISPANIC,Gianluca,11
FEMALE,WHITE NON HISPANIC,Goldie,11
MALE,WHITE NON HISPANIC,Gregory,11
FEMALE,ASIAN AND PACIFIC ISLANDER,Hareem,11
FEMALE,HISPANIC,Harley,11
FEMALE,WHITE NON HISPANIC,Harley,11
MALE,ASIAN AND PACIFIC ISLANDER,Hayden,11
MALE,ASIAN AND PACIFIC ISLANDER,Hugo,11
MALE,WHITE NON HISPANIC,Isaiah,11
MALE,ASIAN AND PACIFIC ISLANDER,Jace,11
MALE,HISPANIC,Jared,11
MALE,HISPANIC,Jasiah,11
MALE,HISPANIC,Jax,11
FEMALE,HISPANIC,Jaylin,11
FEMALE,WHITE NON HISPANIC,Jenna,11
FEMALE,ASIAN AND PACIFIC ISLANDER,Jenny,11
MALE,WHITE NON HISPANIC,Jeremy,11
MALE,WHITE NON HISPANIC,Jesse,11
MALE,HISPANIC,Johnny,11
MALE,BLACK NON HISPANIC,Jonah,11
MALE,WHITE NON HISPANIC,Josef,11
FEMALE,WHITE NON HISPANIC,Kaia,11
FEMALE,BLACK NON HISPANIC,Kaliyah,11
FEMALE,HISPANIC,Kelsey,11
MALE,HISPANIC,Kelvin,11
MALE,BLACK NON HISPANIC,Kingston,11
FEMALE,ASIAN AND PACIFIC ISLANDER,Kira,11
FEMALE,ASIAN AND PACIFIC ISLANDER,Layla,11
FEMALE,HISPANIC,Leilany,11
MALE,HISPANIC,Lenny,11
MALE,HISPANIC,Leonidas,11
FEMALE,WHITE NON HISPANIC,Leyla,11
FEMALE,ASIAN AND PACIFIC ISLANDER,Lillian,11
FEMALE,HISPANIC,Lillian,11
FEMALE,WHITE NON HISPANIC,Lilly,11
MALE,ASIAN AND PACIFIC ISLANDER,Lincoln,11
FEMALE,HISPANIC,Luz,11
FEMALE,HISPANIC,Madeline,11
FEMALE,WHITE NON HISPANIC,Madina,11
FEMALE,ASIAN AND PACIFIC ISLANDER,Mahnoor,11
FEMALE,BLACK NON HISPANIC,Malaysia,11
FEMALE,HISPANIC,Malia,11
MALE,WHITE NON HISPANIC,Marcel,11
MALE,BLACK NON HISPANIC,Marcus,11
FEMALE,BLACK NON HISPANIC,Mckenzie,11
FEMALE,BLACK NON HISPANIC,Melanie,11
MALE,WHITE NON HISPANIC,Milan,11
MALE,HISPANIC,Miles,11
FEMALE,ASIAN AND PACIFIC ISLANDER,Miranda,11
FEMALE,HISPANIC,Montserrat,11
MALE,WHITE NON HISPANIC,Motty,11
MALE,BLACK NON HISPANIC,Moussa,11
FEMALE,BLACK NON HISPANIC,Nalani,11
FEMALE,HISPANIC,Nathalie,11
MALE,HISPANIC,Nathanael,11
MALE,BLACK NON HISPANIC,Nehemiah,11
FEMALE,HISPANIC,Nia,11
MALE,WHITE NON HISPANIC,Nikolai,11
FEMALE,ASIAN AND PACIFIC ISLANDER,Noor,11
FEMALE,ASIAN AND PACIFIC ISLANDER,Nora,11
FEMALE,HISPANIC,Paige,11
MALE,HISPANIC,Paul,11
MALE,WHITE NON HISPANIC,Peretz,11
FEMALE,BLACK NON HISPANIC,Princess,11
FEMALE,BLACK NON HISPANIC,Reign,11
FEMALE,HISPANIC,Rosemary,11
MALE,WHITE NON HISPANIC,Russell,11
FEMALE,BLACK NON HISPANIC,Rylee,11
MALE,WHITE NON HISPANIC,Santino,11
FEMALE,HISPANIC,Scarlet,11
FEMALE,ASIAN AND PACIFIC ISLANDER,Scarlett,11
MALE,WHITE NON HISPANIC,Shalom,11
MALE,WHITE NON HISPANIC,Shraga,11
FEMALE,WHITE NON HISPANIC,Sima,11
MALE,ASIAN AND PACIFIC ISLANDER,Simon,11
FEMALE,ASIAN AND PACIFIC ISLANDER,Sylvia,11
FEMALE,WHITE NON HISPANIC,Tamar,11
FEMALE,BLACK NON HISPANIC,Tamia,11
FEMALE,ASIAN AND PACIFIC ISLANDER,Taylor,11
MALE,HISPANIC,Timothy,11
FEMALE,WHITE NON HISPANIC,Valerie,11
MALE,WHITE NON HISPANIC,Walter,11
MALE,WHITE NON HISPANIC,Wolf,11
FEMALE,HISPANIC,Yamileth,11
MALE,WHITE NON HISPANIC,Yassin,11
FEMALE,ASIAN AND PACIFIC ISLANDER,Yuna,11
MALE,HISPANIC,Zabdiel,11
FEMALE,ASIAN AND PACIFIC ISLANDER,Zahra,11
MALE,WHITE NON HISPANIC,Zain,11
FEMALE,HISPANIC,Zara,11
FEMALE,WHITE NON HISPANIC,Zara,11
MALE,BLACK NON HISPANIC,Abraham,10
FEMALE,HISPANIC,Adeline,10
FEMALE,ASIAN AND PACIFIC ISLANDER,Aileen,10
FEMALE,HISPANIC,Alayna,10
MALE,HISPANIC,Albert,10
MALE,ASIAN AND PACIFIC ISLANDER,Ali,10
MALE,BLACK NON HISPANIC,Ali,10
FEMALE,ASIAN AND PACIFIC ISLANDER,Aliyah,10
MALE,ASIAN AND PACIFIC ISLANDER,Alston,10
MALE,BLACK NON HISPANIC,Ameer,10
FEMALE,HISPANIC,Amina,10
FEMALE,ASIAN AND PACIFIC ISLANDER,Amira,10
FEMALE,WHITE NON HISPANIC,Ana,10
FEMALE,ASIAN AND PACIFIC ISLANDER,Anabia,10
FEMALE,ASIAN AND PACIFIC ISLANDER,Anjali,10
FEMALE,BLACK NON HISPANIC,Annabelle,10
MALE,HISPANIC,Antonio,10
FEMALE,ASIAN AND PACIFIC ISLANDER,Arisha,10
MALE,HISPANIC,Arturo,10
MALE,HISPANIC,Asher,10
FEMALE,BLACK NON HISPANIC,Ashley,10
FEMALE,WHITE NON HISPANIC,Ashley,10
MALE,WHITE NON HISPANIC,Augustus,10
FEMALE,WHITE NON HISPANIC,Autumn,10
MALE,WHITE NON HISPANIC,Aviel,10
FEMALE,HISPANIC,Belen,10
MALE,WHITE NON HISPANIC,Berl,10
FEMALE,BLACK NON HISPANIC,Blessing,10
MALE,WHITE NON HISPANIC,Bradley,10
MALE,BLACK NON HISPANIC,Brayden,10
FEMALE,ASIAN AND PACIFIC ISLANDER,Brianna,10
FEMALE,WHITE NON HISPANIC,Briella,10
FEMALE,WHITE NON HISPANIC,Brooklyn,10
FEMALE,WHITE NON HISPANIC,Brynn,10
MALE,HISPANIC,Caiden,10
MALE,WHITE NON HISPANIC,Camden,10
MALE,BLACK NON HISPANIC,Camren,10
FEMALE,ASIAN AND PACIFIC ISLANDER,Caroline,10
FEMALE,HISPANIC,Caroline,10
FEMALE,HISPANIC,Cassandra,10
MALE,ASIAN AND PACIFIC ISLANDER,Cayden,10
MALE,BLACK NON HISPANIC,Cayden,10
FEMALE,WHITE NON HISPANIC,Christina,10
FEMALE,WHITE NON HISPANIC,Cleo,10
MALE,WHITE NON HISPANIC,Colton,10
FEMALE,HISPANIC,Crystal,10
MALE,BLACK NON HISPANIC,Damari,10
FEMALE,WHITE NON HISPANIC,Danielle,10
MALE,HISPANIC,Dante,10
MALE,HISPANIC,Darwin,10
FEMALE,WHITE NON HISPANIC,Delilah,10
MALE,ASIAN AND PACIFIC ISLANDER,Devin,10
MALE,WHITE NON HISPANIC,Dillon,10
MALE,HISPANIC,Edison,10
MALE,WHITE NON HISPANIC,Elan,10
MALE,HISPANIC,Eliam,10
FEMALE,WHITE NON HISPANIC,Evangeline,10
MALE,WHITE NON HISPANIC,Eyad,10
MALE,HISPANIC,Fabian,10
FEMALE,BLACK NON HISPANIC,Fanta,10
MALE,HISPANIC,Felix,10
FEMALE,WHITE NON HISPANIC,Finley,10
MALE,HISPANIC,Gavin,10
MALE,ASIAN AND PACIFIC ISLANDER,Grayson,10
FEMALE,ASIAN AND PACIFIC ISLANDER,Hazel,10
MALE,BLACK NON HISPANIC,Henry,10
MALE,WHITE NON HISPANIC,Herman,10
FEMALE,BLACK NON HISPANIC,Hope,10
FEMALE,HISPANIC,Isabela,10
FEMALE,HISPANIC,Ivanna,10
FEMALE,BLACK NON HISPANIC,Jaliyah,10
MALE,BLACK NON HISPANIC,Jamal,10
FEMALE,HISPANIC,Janelle,10
FEMALE,ASIAN AND PACIFIC ISLANDER,Jannatul,10
FEMALE,HISPANIC,Jasmin,10
MALE,HISPANIC,Jayceon,10
FEMALE,HISPANIC,Jimena,10
MALE,WHITE NON HISPANIC,Joaquin,10
FEMALE,HISPANIC,Jolie,10
FEMALE,HISPANIC,Karla,10
FEMALE,HISPANIC,Kate,10
FEMALE,WHITE NON HISPANIC,Katerina,10
FEMALE,HISPANIC,Kaylani,10
FEMALE,ASIAN AND PACIFIC ISLANDER,Keira,10
MALE,HISPANIC,Kendrick,10
FEMALE,BLACK NON HISPANIC,Khadija,10
MALE,ASIAN AND PACIFIC ISLANDER,Kimi,10
FEMALE,BLACK NON HISPANIC,Kori,10
MALE,BLACK NON HISPANIC,Kyree,10
FEMALE,ASIAN AND PACIFIC ISLANDER,Laura,10
FEMALE,ASIAN AND PACIFIC ISLANDER,Leela,10
MALE,WHITE NON HISPANIC,Leibish,10
FEMALE,BLACK NON HISPANIC,Leila,10
MALE,WHITE NON HISPANIC,Leonidas,10
FEMALE,ASIAN AND PACIFIC ISLANDER,Lia,10
FEMALE,WHITE NON HISPANIC,Lilliana,10
FEMALE,WHITE NON HISPANIC,Lina,10
MALE,WHITE NON HISPANIC,Lincoln,10
MALE,HISPANIC,Lionel,10
FEMALE,ASIAN AND PACIFIC ISLANDER,Livia,10
FEMALE,WHITE NON HISPANIC,Logan,10
FEMALE,WHITE NON HISPANIC,Maggie,10
FEMALE,BLACK NON HISPANIC,Maimouna,10
MALE,WHITE NON HISPANIC,Malek,10
FEMALE,WHITE NON HISPANIC,Margaux,10
FEMALE,ASIAN AND PACIFIC ISLANDER,Mariam,10
MALE,HISPANIC,Marlon,10
FEMALE,WHITE NON HISPANIC,Marlowe,10
MALE,HISPANIC,Matthias,10
MALE,HISPANIC,Maximilian,10
MALE,WHITE NON HISPANIC,Meilech,10
MALE,WHITE NON HISPANIC,Meyer,10
FEMALE,WHITE NON HISPANIC,Michal,10
MALE,ASIAN AND PACIFIC ISLANDER,Mikael,10
FEMALE,BLACK NON HISPANIC,Mikayla,10
MALE,HISPANIC,Mike,10
FEMALE,BLACK NON HISPANIC,Mila,10
FEMALE,BLACK NON HISPANIC,Milan,10
MALE,BLACK NON HISPANIC,Miles,10
FEMALE,ASIAN AND PACIFIC ISLANDER,Mira,10
MALE,WHITE NON HISPANIC,Mordche,10
MALE,BLACK NON HISPANIC,Myles,10
FEMALE,HISPANIC,Nayeli,10
MALE,ASIAN AND PACIFIC ISLANDER,Nelson,10
MALE,HISPANIC,Nelson,10
FEMALE,WHITE NON HISPANIC,Nicolette,10
MALE,WHITE NON HISPANIC,Nikolas,10
MALE,WHITE NON HISPANIC,Noach,10
FEMALE,HISPANIC,Noemi,10
MALE,WHITE NON HISPANIC,Nosson,10
MALE,BLACK NON HISPANIC,Omar,10
MALE,BLACK NON HISPANIC,Oumar,10
FEMALE,HISPANIC,Paris,10
FEMALE,HISPANIC,Peyton,10
FEMALE,WHITE NON HISPANIC,Poppy,10
FEMALE,WHITE NON HISPANIC,Reem,10
FEMALE,WHITE NON HISPANIC,Riva,10
MALE,ASIAN AND PACIFIC ISLANDER,Robert,10
MALE,ASIAN AND PACIFIC ISLANDER,Ryder,10
FEMALE,BLACK NON HISPANIC,Sanaa,10
FEMALE,BLACK NON HISPANIC,Sanai,10
FEMALE,BLACK NON HISPANIC,Saniyah,10
MALE,HISPANIC,Sean,10
FEMALE,HISPANIC,Shirley,10
FEMALE,BLACK NON HISPANIC,Skye,10
FEMALE,WHITE NON HISPANIC,Sonia,10
MALE,ASIAN AND PACIFIC ISLANDER,Sulaiman,10
FEMALE,ASIAN AND PACIFIC ISLANDER,Summer,10
FEMALE,WHITE NON HISPANIC,Suri,10
FEMALE,ASIAN AND PACIFIC ISLANDER,Syeda,10
FEMALE,WHITE NON HISPANIC,Sylvia,10
FEMALE,WHITE NON HISPANIC,Tamara,10
MALE,ASIAN AND PACIFIC ISLANDER,Terry,10
FEMALE,BLACK NON HISPANIC,Tiana,10
MALE,ASIAN AND PACIFIC ISLANDER,Timothy,10
FEMALE,HISPANIC,Trinity,10
MALE,WHITE NON HISPANIC,Umar,10
FEMALE,WHITE NON HISPANIC,Vanessa,10
FEMALE,HISPANIC,Veronica,10
MALE,ASIAN AND PACIFIC ISLANDER,Victor,10
FEMALE,BLACK NON HISPANIC,Violet,10
MALE,WHITE NON HISPANIC,Walker,10
FEMALE,HISPANIC,Wendy,10
MALE,ASIAN AND PACIFIC ISLANDER,Wilson,10
MALE,WHITE NON HISPANIC,Winston,10
MALE,BLACK NON HISPANIC,Wyatt,10
FEMALE,WHITE NON HISPANIC,Yasmin,10
FEMALE,BLACK NON HISPANIC,Zahra,10
FEMALE,WHITE NON HISPANIC,Zainab,10
MALE,BLACK NON HISPANIC,Zayden,10
FEMALE,WHITE NON HISPANIC,Zelda,10
